gene_id	spromiscuus_homolog	spromiscuus_homolog_orthology_type
Ec-13_002170	mRNA_S-promiscuus_M_contig1.182.1	ortholog_one2one
Ec-13_002220	mRNA_S-promiscuus_M_contig1.183.1	ortholog_one2one
Ec-13_002140	mRNA_S-promiscuus_M_contig1.189.1	ortholog_many2one
Ec-13_002270	mRNA_S-promiscuus_M_contig1.190.1	ortholog_one2one
Ec-13_002280	mRNA_S-promiscuus_M_contig1.191.1	ortholog_one2one
Ec-13_002290	mRNA_S-promiscuus_M_contig1.192.1	ortholog_one2one
Ec-13_002300	mRNA_S-promiscuus_M_contig1.193.1	ortholog_one2one
Ec-13_002640	mRNA_S-promiscuus_M_contig1.197.1	ortholog_many2many
Ec-13_002450	mRNA_S-promiscuus_M_contig1.198.1	ortholog_one2one
Ec-13_002480	mRNA_S-promiscuus_M_contig1.200.1	ortholog_one2one
Ec-13_002530	mRNA_S-promiscuus_M_contig1.202.1	ortholog_one2one
Ec-04_001290	mRNA_S-promiscuus_M_contig1.214.1	ortholog_many2one
Ec-13_002620	mRNA_S-promiscuus_M_contig1.217.1	ortholog_one2one
Ec-13_002630	mRNA_S-promiscuus_M_contig1.221.1	ortholog_one2one
Ec-13_002400	mRNA_S-promiscuus_M_contig1.223.1	ortholog_one2one
Ec-03_000260	mRNA_S-promiscuus_M_contig1.224.1	ortholog_many2one
Ec-00_008360	mRNA_S-promiscuus_M_contig1.228.1	ortholog_many2one
Ec-25_000230	mRNA_S-promiscuus_M_contig1.235.1	ortholog_one2one
Ec-25_000240	mRNA_S-promiscuus_M_contig1.237.1	ortholog_one2one
Ec-25_000250	mRNA_S-promiscuus_M_contig1.239.1	ortholog_one2many
Ec-13_000750	mRNA_S-promiscuus_M_contig1.24.1	ortholog_one2one
Ec-13_002700	mRNA_S-promiscuus_M_contig1.243.1	ortholog_one2one
Ec-13_002710	mRNA_S-promiscuus_M_contig1.244.1	ortholog_one2one
Ec-13_002760	mRNA_S-promiscuus_M_contig1.249.1	ortholog_one2one
Ec-13_000740	mRNA_S-promiscuus_M_contig1.25.1	ortholog_one2one
Ec-13_002770	mRNA_S-promiscuus_M_contig1.250.1	ortholog_one2one
Ec-13_000730	mRNA_S-promiscuus_M_contig1.26.1	ortholog_one2one
Ec-13_002780	mRNA_S-promiscuus_M_contig1.272.1	ortholog_one2one
Ec-13_002810	mRNA_S-promiscuus_M_contig1.273.1	ortholog_one2one
Ec-18_002840	mRNA_S-promiscuus_M_contig1.276.1	ortholog_one2many
Ec-00_006040	mRNA_S-promiscuus_M_contig1.277.1	ortholog_one2one
Ec-10_003100	mRNA_S-promiscuus_M_contig1.28.1	ortholog_many2many
Ec-23_002360	mRNA_S-promiscuus_M_contig1.284.1	ortholog_one2one
Ec-17_000500	mRNA_S-promiscuus_M_contig1.292.1	ortholog_one2many
Ec-13_002870	mRNA_S-promiscuus_M_contig1.296.1	ortholog_one2one
Ec-13_002830	mRNA_S-promiscuus_M_contig1.297.1	ortholog_one2one
Ec-13_002850	mRNA_S-promiscuus_M_contig1.298.1	ortholog_one2one
Ec-25_002630	mRNA_S-promiscuus_M_contig1.299.1	ortholog_many2one
Ec-00_010230	mRNA_S-promiscuus_M_contig1.300.1	ortholog_one2one
Ec-04_002070	mRNA_S-promiscuus_M_contig1.305.1	ortholog_one2one
Ec-13_000790	mRNA_S-promiscuus_M_contig1.31.1	ortholog_one2one
Ec-13_002910	mRNA_S-promiscuus_M_contig1.318.1	ortholog_one2one
Ec-13_000800	mRNA_S-promiscuus_M_contig1.32.1	ortholog_many2one
Ec-13_002920	mRNA_S-promiscuus_M_contig1.320.1	ortholog_one2one
Ec-13_002930	mRNA_S-promiscuus_M_contig1.321.1	ortholog_one2one
Ec-13_002940	mRNA_S-promiscuus_M_contig1.323.1	ortholog_one2one
Ec-13_002960	mRNA_S-promiscuus_M_contig1.328.1	ortholog_one2many
Ec-13_002970	mRNA_S-promiscuus_M_contig1.330.1	ortholog_one2one
Ec-13_000840	mRNA_S-promiscuus_M_contig1.34.1	ortholog_one2one
Ec-25_000800	mRNA_S-promiscuus_M_contig1.346.1	ortholog_one2one
Ec-00_001490	mRNA_S-promiscuus_M_contig1.348.1	ortholog_one2one
Ec-00_001480	mRNA_S-promiscuus_M_contig1.349.1	ortholog_one2one
Ec-13_000850	mRNA_S-promiscuus_M_contig1.35.1	ortholog_one2one
Ec-00_001460	mRNA_S-promiscuus_M_contig1.350.1	ortholog_one2one
Ec-00_001450	mRNA_S-promiscuus_M_contig1.351.1	ortholog_one2one
Ec-00_001440	mRNA_S-promiscuus_M_contig1.352.1	ortholog_one2one
Ec-00_001430	mRNA_S-promiscuus_M_contig1.353.1	ortholog_one2one
Ec-00_001420	mRNA_S-promiscuus_M_contig1.354.1	ortholog_one2one
Ec-00_001410	mRNA_S-promiscuus_M_contig1.355.1	ortholog_one2one
Ec-00_001310	mRNA_S-promiscuus_M_contig1.356.1	ortholog_one2one
Ec-00_001320	mRNA_S-promiscuus_M_contig1.358.1	ortholog_one2one
Ec-00_001340	mRNA_S-promiscuus_M_contig1.359.1	ortholog_one2one
Ec-00_001350	mRNA_S-promiscuus_M_contig1.360.1	ortholog_one2one
Ec-00_001360	mRNA_S-promiscuus_M_contig1.361.1	ortholog_one2one
Ec-00_001370	mRNA_S-promiscuus_M_contig1.362.1	ortholog_one2one
Ec-00_001380	mRNA_S-promiscuus_M_contig1.363.1	ortholog_one2one
Ec-00_001390	mRNA_S-promiscuus_M_contig1.364.1	ortholog_one2one
Ec-00_001400	mRNA_S-promiscuus_M_contig1.366.1	ortholog_one2one
Ec-00_001300	mRNA_S-promiscuus_M_contig1.368.1	ortholog_one2one
Ec-00_001290	mRNA_S-promiscuus_M_contig1.369.1	ortholog_one2one
Ec-13_000880	mRNA_S-promiscuus_M_contig1.37.1	ortholog_many2one
Ec-00_001280	mRNA_S-promiscuus_M_contig1.373.1	ortholog_one2one
Ec-03_003920	mRNA_S-promiscuus_M_contig1.375.1	ortholog_one2one
Ec-00_001090	mRNA_S-promiscuus_M_contig1.379.1	ortholog_one2one
Ec-00_001100	mRNA_S-promiscuus_M_contig1.380.1	ortholog_one2one
Ec-00_001110	mRNA_S-promiscuus_M_contig1.381.1	ortholog_one2one
Ec-00_001120	mRNA_S-promiscuus_M_contig1.382.1	ortholog_one2one
Ec-00_001130	mRNA_S-promiscuus_M_contig1.383.1	ortholog_one2one
Ec-00_001140	mRNA_S-promiscuus_M_contig1.384.1	ortholog_one2one
Ec-00_001150	mRNA_S-promiscuus_M_contig1.385.1	ortholog_one2one
Ec-00_001160	mRNA_S-promiscuus_M_contig1.386.1	ortholog_one2one
Ec-00_001180	mRNA_S-promiscuus_M_contig1.387.1	ortholog_one2one
Ec-00_001190	mRNA_S-promiscuus_M_contig1.388.1	ortholog_one2one
Ec-00_001200	mRNA_S-promiscuus_M_contig1.389.1	ortholog_one2one
Ec-13_000950	mRNA_S-promiscuus_M_contig1.39.1	ortholog_one2one
Ec-00_001220	mRNA_S-promiscuus_M_contig1.390.1	ortholog_one2one
Ec-00_001230	mRNA_S-promiscuus_M_contig1.392.1	ortholog_one2one
Ec-00_001080	mRNA_S-promiscuus_M_contig1.393.1	ortholog_one2one
Ec-00_001070	mRNA_S-promiscuus_M_contig1.394.1	ortholog_one2one
Ec-00_001040	mRNA_S-promiscuus_M_contig1.395.1	ortholog_one2one
Ec-27_000430	mRNA_S-promiscuus_M_contig1.396.1	ortholog_one2many
Ec-00_001020	mRNA_S-promiscuus_M_contig1.397.1	ortholog_one2one
Ec-00_001000	mRNA_S-promiscuus_M_contig1.398.1	ortholog_one2one
Ec-00_000990	mRNA_S-promiscuus_M_contig1.399.1	ortholog_one2one
Ec-00_000980	mRNA_S-promiscuus_M_contig1.400.1	ortholog_one2one
Ec-00_000970	mRNA_S-promiscuus_M_contig1.402.1	ortholog_one2one
Ec-00_000950	mRNA_S-promiscuus_M_contig1.403.1	ortholog_one2one
Ec-00_000940	mRNA_S-promiscuus_M_contig1.404.1	ortholog_one2one
Ec-00_001500	mRNA_S-promiscuus_M_contig1.405.1	ortholog_one2one
Ec-00_001510	mRNA_S-promiscuus_M_contig1.406.1	ortholog_one2one
Ec-00_001530	mRNA_S-promiscuus_M_contig1.407.1	ortholog_one2one
Ec-21_003780	mRNA_S-promiscuus_M_contig1.408.1	ortholog_one2one
Ec-00_001550	mRNA_S-promiscuus_M_contig1.410.1	ortholog_one2one
Ec-00_001560	mRNA_S-promiscuus_M_contig1.411.1	ortholog_one2one
Ec-00_001570	mRNA_S-promiscuus_M_contig1.412.1	ortholog_one2one
Ec-00_001580	mRNA_S-promiscuus_M_contig1.413.1	ortholog_one2one
Ec-00_001600	mRNA_S-promiscuus_M_contig1.414.1	ortholog_one2one
Ec-00_001620	mRNA_S-promiscuus_M_contig1.415.1	ortholog_one2many
Ec-00_001610	mRNA_S-promiscuus_M_contig1.417.1	ortholog_one2one
Ec-00_002070	mRNA_S-promiscuus_M_contig1.421.1	ortholog_one2one
Ec-00_002060	mRNA_S-promiscuus_M_contig1.427.1	ortholog_one2many
Ec-00_001810	mRNA_S-promiscuus_M_contig1.429.1	ortholog_many2one
Ec-25_003400	mRNA_S-promiscuus_M_contig1.430.1	ortholog_one2one
Ec-22_002920	mRNA_S-promiscuus_M_contig1.431.1	ortholog_one2one
Ec-22_002940	mRNA_S-promiscuus_M_contig1.432.1	ortholog_one2one
Ec-22_002970	mRNA_S-promiscuus_M_contig1.433.1	ortholog_one2one
Ec-00_001760	mRNA_S-promiscuus_M_contig1.434.1	ortholog_one2one
Ec-00_001750	mRNA_S-promiscuus_M_contig1.435.1	ortholog_one2one
Ec-00_001740	mRNA_S-promiscuus_M_contig1.436.1	ortholog_one2one
Ec-00_001730	mRNA_S-promiscuus_M_contig1.437.1	ortholog_one2one
Ec-00_001720	mRNA_S-promiscuus_M_contig1.438.1	ortholog_one2one
Ec-00_001710	mRNA_S-promiscuus_M_contig1.439.1	ortholog_one2one
Ec-00_001680	mRNA_S-promiscuus_M_contig1.441.1	ortholog_one2one
Ec-00_001690	mRNA_S-promiscuus_M_contig1.442.1	ortholog_one2one
Ec-00_001700	mRNA_S-promiscuus_M_contig1.443.1	ortholog_one2one
Ec-00_001640	mRNA_S-promiscuus_M_contig1.444.1	ortholog_one2one
Ec-00_001630	mRNA_S-promiscuus_M_contig1.446.1	ortholog_one2many
Ec-00_001910	mRNA_S-promiscuus_M_contig1.448.1	ortholog_many2one
Ec-00_001940	mRNA_S-promiscuus_M_contig1.449.1	ortholog_one2one
Ec-13_000960	mRNA_S-promiscuus_M_contig1.45.1	ortholog_one2one
Ec-00_001950	mRNA_S-promiscuus_M_contig1.450.1	ortholog_one2one
Ec-00_001960	mRNA_S-promiscuus_M_contig1.452.1	ortholog_one2one
Ec-00_001990	mRNA_S-promiscuus_M_contig1.453.1	ortholog_one2one
Ec-00_002000	mRNA_S-promiscuus_M_contig1.454.1	ortholog_one2one
Ec-00_002010	mRNA_S-promiscuus_M_contig1.457.1	ortholog_one2one
Ec-13_000970	mRNA_S-promiscuus_M_contig1.46.1	ortholog_one2many
Ec-00_002030	mRNA_S-promiscuus_M_contig1.460.1	ortholog_one2one
Ec-00_002040	mRNA_S-promiscuus_M_contig1.461.1	ortholog_one2one
Ec-00_002050	mRNA_S-promiscuus_M_contig1.462.1	ortholog_one2many
Ec-09_004250	mRNA_S-promiscuus_M_contig1.464.1	ortholog_one2one
Ec-00_002080	mRNA_S-promiscuus_M_contig1.466.1	ortholog_one2many
Ec-00_002100	mRNA_S-promiscuus_M_contig1.472.1	ortholog_one2one
Ec-27_000010	mRNA_S-promiscuus_M_contig1.475.1	ortholog_one2one
Ec-27_000020	mRNA_S-promiscuus_M_contig1.477.1	ortholog_one2one
Ec-27_000030	mRNA_S-promiscuus_M_contig1.478.1	ortholog_one2one
Ec-27_000040	mRNA_S-promiscuus_M_contig1.479.1	ortholog_one2one
Ec-13_000990	mRNA_S-promiscuus_M_contig1.48.1	ortholog_one2one
Ec-27_000050	mRNA_S-promiscuus_M_contig1.480.1	ortholog_one2one
Ec-27_000060	mRNA_S-promiscuus_M_contig1.481.1	ortholog_one2one
Ec-27_000070	mRNA_S-promiscuus_M_contig1.483.1	ortholog_one2one
Ec-27_000080	mRNA_S-promiscuus_M_contig1.484.1	ortholog_one2one
Ec-27_000090	mRNA_S-promiscuus_M_contig1.486.1	ortholog_one2one
Ec-00_008740	mRNA_S-promiscuus_M_contig1.487.1	ortholog_one2many
Ec-27_000110	mRNA_S-promiscuus_M_contig1.488.1	ortholog_one2one
Ec-27_000130	mRNA_S-promiscuus_M_contig1.489.1	ortholog_one2one
Ec-27_000150	mRNA_S-promiscuus_M_contig1.490.1	ortholog_one2one
Ec-27_000160	mRNA_S-promiscuus_M_contig1.491.1	ortholog_one2one
Ec-27_000170	mRNA_S-promiscuus_M_contig1.492.1	ortholog_one2one
Ec-27_000190	mRNA_S-promiscuus_M_contig1.493.1	ortholog_one2one
Ec-27_000210	mRNA_S-promiscuus_M_contig1.496.1	ortholog_one2one
Ec-27_000220	mRNA_S-promiscuus_M_contig1.497.1	ortholog_one2many
Ec-27_000230	mRNA_S-promiscuus_M_contig1.498.1	ortholog_one2one
Ec-27_000240	mRNA_S-promiscuus_M_contig1.499.1	ortholog_one2one
Ec-27_000270	mRNA_S-promiscuus_M_contig1.500.1	ortholog_one2many
Ec-27_000280	mRNA_S-promiscuus_M_contig1.505.1	ortholog_one2one
Ec-27_000370	mRNA_S-promiscuus_M_contig1.506.1	ortholog_one2one
Ec-27_000360	mRNA_S-promiscuus_M_contig1.507.1	ortholog_one2one
Ec-27_000340	mRNA_S-promiscuus_M_contig1.508.1	ortholog_one2one
Ec-27_000330	mRNA_S-promiscuus_M_contig1.509.1	ortholog_one2one
Ec-27_000320	mRNA_S-promiscuus_M_contig1.510.1	ortholog_one2one
Ec-27_000310	mRNA_S-promiscuus_M_contig1.511.1	ortholog_one2one
Ec-27_000290	mRNA_S-promiscuus_M_contig1.512.1	ortholog_one2one
Ec-27_000380	mRNA_S-promiscuus_M_contig1.513.1	ortholog_one2one
Ec-27_000390	mRNA_S-promiscuus_M_contig1.514.1	ortholog_many2one
Ec-27_000410	mRNA_S-promiscuus_M_contig1.516.1	ortholog_one2one
Ec-27_000450	mRNA_S-promiscuus_M_contig1.518.1	ortholog_one2one
Ec-27_000580	mRNA_S-promiscuus_M_contig1.520.1	ortholog_one2one
Ec-27_000575	mRNA_S-promiscuus_M_contig1.521.1	ortholog_one2one
Ec-27_000570	mRNA_S-promiscuus_M_contig1.522.1	ortholog_one2one
Ec-27_000560	mRNA_S-promiscuus_M_contig1.523.1	ortholog_one2one
Ec-27_000540	mRNA_S-promiscuus_M_contig1.524.1	ortholog_one2one
Ec-27_000530	mRNA_S-promiscuus_M_contig1.525.1	ortholog_one2one
Ec-27_000520	mRNA_S-promiscuus_M_contig1.526.1	ortholog_one2one
Ec-27_000510	mRNA_S-promiscuus_M_contig1.527.1	ortholog_one2one
Ec-27_000500	mRNA_S-promiscuus_M_contig1.528.1	ortholog_one2one
Ec-27_000480	mRNA_S-promiscuus_M_contig1.529.1	ortholog_one2one
Ec-27_000470	mRNA_S-promiscuus_M_contig1.530.1	ortholog_one2one
Ec-27_000610	mRNA_S-promiscuus_M_contig1.531.1	ortholog_one2one
Ec-27_000590	mRNA_S-promiscuus_M_contig1.532.1	ortholog_one2one
Ec-27_000640	mRNA_S-promiscuus_M_contig1.534.1	ortholog_one2one
Ec-27_000650	mRNA_S-promiscuus_M_contig1.536.1	ortholog_one2one
Ec-27_000660	mRNA_S-promiscuus_M_contig1.537.1	ortholog_one2one
Ec-27_000670	mRNA_S-promiscuus_M_contig1.538.1	ortholog_one2one
Ec-27_000680	mRNA_S-promiscuus_M_contig1.539.1	ortholog_one2one
Ec-27_000690	mRNA_S-promiscuus_M_contig1.540.1	ortholog_one2one
Ec-27_000710	mRNA_S-promiscuus_M_contig1.541.1	ortholog_one2one
Ec-27_000720	mRNA_S-promiscuus_M_contig1.543.1	ortholog_one2one
Ec-27_000730	mRNA_S-promiscuus_M_contig1.544.1	ortholog_one2one
Ec-27_000740	mRNA_S-promiscuus_M_contig1.546.1	ortholog_one2one
Ec-27_000750	mRNA_S-promiscuus_M_contig1.547.1	ortholog_one2one
Ec-27_000760	mRNA_S-promiscuus_M_contig1.557.1	ortholog_one2one
Ec-27_000800	mRNA_S-promiscuus_M_contig1.558.1	ortholog_one2one
Ec-27_000820	mRNA_S-promiscuus_M_contig1.559.1	ortholog_one2one
Ec-27_000830	mRNA_S-promiscuus_M_contig1.560.1	ortholog_one2one
Ec-27_000840	mRNA_S-promiscuus_M_contig1.561.1	ortholog_one2one
Ec-27_000960	mRNA_S-promiscuus_M_contig1.563.1	ortholog_one2one
Ec-27_000950	mRNA_S-promiscuus_M_contig1.564.1	ortholog_one2one
Ec-27_001020	mRNA_S-promiscuus_M_contig1.565.1	ortholog_one2one
Ec-27_001010	mRNA_S-promiscuus_M_contig1.567.1	ortholog_one2one
Ec-27_001000	mRNA_S-promiscuus_M_contig1.568.1	ortholog_one2one
Ec-27_000990	mRNA_S-promiscuus_M_contig1.570.1	ortholog_one2one
Ec-27_000780	mRNA_S-promiscuus_M_contig1.571.1	ortholog_one2one
Ec-27_000770	mRNA_S-promiscuus_M_contig1.572.1	ortholog_one2one
Ec-27_000940	mRNA_S-promiscuus_M_contig1.573.1	ortholog_one2one
Ec-27_000930	mRNA_S-promiscuus_M_contig1.574.1	ortholog_one2one
Ec-27_000920	mRNA_S-promiscuus_M_contig1.575.1	ortholog_one2one
Ec-27_000910	mRNA_S-promiscuus_M_contig1.576.1	ortholog_one2one
Ec-27_000900	mRNA_S-promiscuus_M_contig1.577.1	ortholog_one2one
Ec-27_000880	mRNA_S-promiscuus_M_contig1.579.1	ortholog_one2one
Ec-03_003390	mRNA_S-promiscuus_M_contig1.58.1	ortholog_many2one
Ec-27_000860	mRNA_S-promiscuus_M_contig1.580.1	ortholog_one2one
Ec-07_007450	mRNA_S-promiscuus_M_contig1.581.1	ortholog_one2one
Ec-27_000980	mRNA_S-promiscuus_M_contig1.584.1	ortholog_one2one
Ec-27_000790	mRNA_S-promiscuus_M_contig1.585.1	ortholog_one2one
Ec-27_001030	mRNA_S-promiscuus_M_contig1.586.1	ortholog_one2one
Ec-27_001040	mRNA_S-promiscuus_M_contig1.587.1	ortholog_one2one
Ec-27_001190	mRNA_S-promiscuus_M_contig1.592.1	ortholog_one2many
Ec-27_001210	mRNA_S-promiscuus_M_contig1.594.1	ortholog_one2one
Ec-27_001220	mRNA_S-promiscuus_M_contig1.595.1	ortholog_one2one
Ec-27_001230	mRNA_S-promiscuus_M_contig1.596.1	ortholog_one2one
Ec-27_001240	mRNA_S-promiscuus_M_contig1.597.1	ortholog_one2one
Ec-27_001170	mRNA_S-promiscuus_M_contig1.599.1	ortholog_one2one
Ec-00_000930	mRNA_S-promiscuus_M_contig1.606.1	ortholog_many2one
Ec-27_001160	mRNA_S-promiscuus_M_contig1.607.1	ortholog_many2many
Ec-27_001120	mRNA_S-promiscuus_M_contig1.609.1	ortholog_one2one
Ec-27_001130	mRNA_S-promiscuus_M_contig1.611.1	ortholog_one2one
Ec-09_000110	mRNA_S-promiscuus_M_contig1.612.1	ortholog_one2many
Ec-27_001110	mRNA_S-promiscuus_M_contig1.614.1	ortholog_one2one
Ec-27_001100	mRNA_S-promiscuus_M_contig1.615.1	ortholog_many2one
Ec-27_001070	mRNA_S-promiscuus_M_contig1.617.1	ortholog_one2one
Ec-27_001060	mRNA_S-promiscuus_M_contig1.618.1	ortholog_one2one
Ec-27_001280	mRNA_S-promiscuus_M_contig1.620.1	ortholog_one2one
Ec-27_001290	mRNA_S-promiscuus_M_contig1.621.1	ortholog_one2one
Ec-27_001300	mRNA_S-promiscuus_M_contig1.622.1	ortholog_one2one
Ec-27_001310	mRNA_S-promiscuus_M_contig1.623.1	ortholog_one2one
Ec-27_001320	mRNA_S-promiscuus_M_contig1.624.1	ortholog_one2one
Ec-27_001360	mRNA_S-promiscuus_M_contig1.625.1	ortholog_one2one
Ec-27_001370	mRNA_S-promiscuus_M_contig1.626.1	ortholog_one2one
Ec-27_001400	mRNA_S-promiscuus_M_contig1.628.1	ortholog_one2one
Ec-27_001600	mRNA_S-promiscuus_M_contig1.631.1	ortholog_one2one
Ec-27_001590	mRNA_S-promiscuus_M_contig1.632.1	ortholog_one2one
Ec-27_001580	mRNA_S-promiscuus_M_contig1.633.1	ortholog_one2one
Ec-27_001570	mRNA_S-promiscuus_M_contig1.634.1	ortholog_one2one
Ec-27_001560	mRNA_S-promiscuus_M_contig1.635.1	ortholog_one2one
Ec-01_001290	mRNA_S-promiscuus_M_contig1.637.1	ortholog_many2one
Ec-27_001540	mRNA_S-promiscuus_M_contig1.639.1	ortholog_one2one
Ec-10_003850	mRNA_S-promiscuus_M_contig1.64.1	ortholog_many2one
Ec-27_001530	mRNA_S-promiscuus_M_contig1.640.1	ortholog_one2one
Ec-27_001510	mRNA_S-promiscuus_M_contig1.641.1	ortholog_one2one
Ec-27_001500	mRNA_S-promiscuus_M_contig1.642.1	ortholog_one2one
Ec-07_001090	mRNA_S-promiscuus_M_contig1.643.1	ortholog_many2many
Ec-27_001470	mRNA_S-promiscuus_M_contig1.645.1	ortholog_many2one
Ec-27_001440	mRNA_S-promiscuus_M_contig1.646.1	ortholog_one2one
Ec-27_001430	mRNA_S-promiscuus_M_contig1.648.1	ortholog_one2one
Ec-27_001690	mRNA_S-promiscuus_M_contig1.650.1	ortholog_one2one
Ec-27_001700	mRNA_S-promiscuus_M_contig1.651.1	ortholog_one2one
Ec-27_001730	mRNA_S-promiscuus_M_contig1.654.1	ortholog_one2one
Ec-27_001750	mRNA_S-promiscuus_M_contig1.655.1	ortholog_one2one
Ec-27_001760	mRNA_S-promiscuus_M_contig1.656.1	ortholog_one2one
Ec-27_001780	mRNA_S-promiscuus_M_contig1.657.1	ortholog_one2one
Ec-27_001830	mRNA_S-promiscuus_M_contig1.658.1	ortholog_one2one
Ec-27_001810	mRNA_S-promiscuus_M_contig1.659.1	ortholog_one2one
Ec-27_001800	mRNA_S-promiscuus_M_contig1.660.1	ortholog_one2one
Ec-27_001900	mRNA_S-promiscuus_M_contig1.666.1	ortholog_one2one
Ec-27_001910	mRNA_S-promiscuus_M_contig1.667.1	ortholog_one2one
Ec-27_001940	mRNA_S-promiscuus_M_contig1.669.1	ortholog_one2one
Ec-27_001960	mRNA_S-promiscuus_M_contig1.674.1	ortholog_one2one
Ec-27_001990	mRNA_S-promiscuus_M_contig1.675.1	ortholog_one2one
Ec-27_002000	mRNA_S-promiscuus_M_contig1.676.1	ortholog_one2one
Ec-27_002010	mRNA_S-promiscuus_M_contig1.678.1	ortholog_one2one
Ec-27_002080	mRNA_S-promiscuus_M_contig1.679.1	ortholog_one2many
Ec-27_002040	mRNA_S-promiscuus_M_contig1.680.1	ortholog_one2one
Ec-27_002070	mRNA_S-promiscuus_M_contig1.682.1	ortholog_one2one
Ec-27_002110	mRNA_S-promiscuus_M_contig1.685.1	ortholog_one2one
Ec-27_002100	mRNA_S-promiscuus_M_contig1.686.1	ortholog_one2one
Ec-27_002090	mRNA_S-promiscuus_M_contig1.688.1	ortholog_one2one
Ec-27_002140	mRNA_S-promiscuus_M_contig1.689.1	ortholog_one2many
Ec-05_005430	mRNA_S-promiscuus_M_contig1.69.1	ortholog_one2one
Ec-04_000460	mRNA_S-promiscuus_M_contig1.691.1	ortholog_one2many
Ec-27_002150	mRNA_S-promiscuus_M_contig1.693.1	ortholog_one2one
Ec-27_002130	mRNA_S-promiscuus_M_contig1.695.1	ortholog_one2one
Ec-27_002180	mRNA_S-promiscuus_M_contig1.697.1	ortholog_one2one
Ec-27_002200	mRNA_S-promiscuus_M_contig1.698.1	ortholog_one2one
Ec-27_002210	mRNA_S-promiscuus_M_contig1.699.1	ortholog_one2one
Ec-27_002220	mRNA_S-promiscuus_M_contig1.700.1	ortholog_one2one
Ec-27_002240	mRNA_S-promiscuus_M_contig1.701.1	ortholog_one2one
Ec-27_002250	mRNA_S-promiscuus_M_contig1.702.1	ortholog_one2one
Ec-27_002350	mRNA_S-promiscuus_M_contig1.703.1	ortholog_one2one
Ec-27_002310	mRNA_S-promiscuus_M_contig1.704.1	ortholog_one2one
Ec-27_002300	mRNA_S-promiscuus_M_contig1.705.1	ortholog_one2one
Ec-27_002290	mRNA_S-promiscuus_M_contig1.706.1	ortholog_one2one
Ec-27_002280	mRNA_S-promiscuus_M_contig1.707.1	ortholog_one2one
